customer_id,age,gender,region,signup_days_ago,lifetime_value,loyalty_tier
C01204,44,Male,Northeast,158,404.92,Silver
C01205,38,Male,Northeast,441,147.98,Bronze
C01206,38,Male,Midwest,344,446.78,Silver
C01207,29,Female,Southwest,1427,128.16,Bronze
C01208,30,Other,Northeast,1490,1272.71,Gold
C01209,21,Male,Southeast,1191,333.72,Silver
C01210,58,Male,Northeast,484,140.05,Bronze
C01211,23,Female,West,644,144.05,Bronze
C01212,29,Male,West,928,154.1,Bronze
C01213,29,Female,West,932,841.74,Gold
C01214,48,Female,Southwest,1062,78.11,Bronze
C01215,34,Female,Midwest,261,134.14,Bronze
C01216,52,Male,Northeast,640,147.6,Bronze
C01217,29,Female,Southeast,759,241.26,Bronze
C01218,41,Male,West,994,191.71,Bronze
C01219,27,Female,West,1450,63.94,Bronze
C01220,63,Male,Midwest,1802,170.74,Bronze
C01221,23,Male,West,1787,223.72,Bronze
C01222,41,Female,West,1733,139.03,Bronze
C01223,45,Female,Southwest,911,454.0,Silver
C01224,42,Female,Midwest,1627,559.74,Silver
C01225,35,Female,West,347,228.02,Bronze
C01226,36,Female,Southeast,1560,301.11,Silver
C01227,38,Male,West,551,34.99,Bronze
C01228,36,Female,Southwest,1799,167.5,Bronze
C01229,49,Female,Southeast,1140,604.46,Silver
C01230,64,Female,West,745,167.15,Bronze
C01231,31,Female,West,1371,126.02,Bronze
C01232,21,Male,Northeast,1386,1900.59,Gold
C01233,36,Female,Midwest,1413,1257.86,Gold
C01234,68,Male,Northeast,1294,372.72,Silver
C01235,28,Male,Southwest,1109,681.99,Silver
C01236,57,Female,West,1163,33.0,Bronze
C01237,58,Male,Northeast,1102,120.45,Bronze
C01238,31,Female,Northeast,1808,160.3,Bronze
C01239,44,Male,Midwest,1069,197.87,Bronze
C01240,57,Male,Southeast,1126,157.44,Bronze
C01241,33,Female,Northeast,913,24.65,Bronze
C01242,35,Female,Midwest,231,346.34,Silver
C01243,31,Female,Southeast,122,399.13,Silver
C01244,25,Female,Northeast,1702,1034.54,Gold
C01245,30,Female,West,1086,120.36,Bronze
C01246,23,Male,Southwest,1653,111.82,Bronze
C01247,38,Male,West,448,21.93,Bronze
C01248,28,Male,West,1256,187.88,Bronze
C01249,40,Female,Northeast,580,550.6,Silver
C01250,19,Female,Southeast,655,141.09,Bronze
C01251,41,Male,Northeast,874,1684.29,Gold
C01252,48,Female,West,1812,194.23,Bronze
C01253,18,Female,Southwest,911,279.3,Bronze
C01254,42,Male,West,749,71.75,Bronze
C01255,52,Male,Southwest,1365,316.87,Silver
C01256,23,Female,West,973,41.21,Bronze
C01257,58,Female,Southeast,1522,456.84,Silver
C01258,43,Female,Midwest,423,469.65,Silver
C01259,29,Male,Northeast,838,831.61,Gold
C01260,37,Other,Northeast,901,97.71,Bronze
C01261,44,Male,West,1264,282.73,Bronze
C01262,38,Male,Midwest,896,406.44,Silver
C01263,44,Other,Midwest,600,364.33,Silver
C01264,26,Male,Midwest,1209,112.31,Bronze
C01265,40,Female,Southeast,663,28.42,Bronze
C01266,21,Male,Midwest,661,334.38,Silver
C01267,36,Female,Midwest,838,213.31,Bronze
C01268,27,Female,Southeast,351,146.94,Bronze
C01269,29,Male,West,1488,486.65,Silver
C01270,52,Female,Midwest,603,235.0,Bronze
C01271,51,Male,West,1723,74.64,Bronze
C01272,45,Female,Southwest,1093,43.02,Bronze
C01273,24,Male,Southwest,1807,88.58,Bronze
C01274,34,Male,Southwest,1093,2108.46,Gold
C01275,52,Male,Southeast,1506,468.95,Silver
C01276,39,Male,Northeast,899,289.96,Bronze
C01277,65,Female,Southeast,1243,207.79,Bronze
C01278,42,Male,Southeast,775,195.85,Bronze
C01279,40,Male,Southwest,1068,699.58,Silver
C01280,34,Male,West,1177,157.35,Bronze
C01281,39,Male,Northeast,1793,411.26,Silver
C01282,36,Female,Northeast,1333,178.83,Bronze
C01283,46,Other,Northeast,966,1402.68,Gold
C01284,49,Male,West,988,477.26,Silver
C01285,28,Female,West,77,750.7,Silver
C01286,22,Female,Southwest,218,144.61,Bronze
C01287,18,Male,Southwest,333,634.17,Silver
C01288,44,Female,Northeast,1612,184.69,Bronze
C01289,24,Female,Southeast,1749,270.16,Bronze
C01290,18,Female,Southeast,1158,1065.87,Gold
C01291,42,Female,Southeast,398,95.73,Bronze
C01292,67,Male,Southwest,1554,293.81,Bronze
C01293,37,Female,Midwest,489,362.93,Silver
C01294,48,Female,West,276,390.72,Silver
C01295,38,Female,Midwest,293,163.09,Bronze
C01296,36,Female,Northeast,1259,1599.81,Gold
C01297,49,Male,Northeast,1560,76.29,Bronze
C01298,34,Other,Midwest,559,909.59,Gold
C01299,41,Female,West,1417,730.38,Silver
C01300,41,Male,Northeast,1816,1353.97,Gold
C01301,29,Male,West,779,58.59,Bronze
C01302,49,Female,West,1393,111.95,Bronze
C01303,35,Male,Southeast,436,937.06,Gold
C01304,28,Male,West,482,45.18,Bronze
C01305,44,Male,Southeast,843,57.64,Bronze
C01306,27,Male,West,607,157.67,Bronze
C01307,38,Male,West,994,290.85,Bronze
C01308,37,Male,Southwest,1203,1025.57,Gold
C01309,51,Male,Southeast,1246,207.11,Bronze
C01310,43,Female,Southeast,176,141.54,Bronze
C01311,37,Female,Northeast,435,323.84,Silver
C01312,47,Male,Northeast,212,373.39,Silver
C01313,54,Male,West,1159,363.99,Silver
C01314,44,Female,Southwest,265,208.47,Bronze
C01315,38,Male,Southeast,667,42.12,Bronze
C01316,22,Male,Northeast,987,107.14,Bronze
C01317,25,Male,Southeast,208,878.52,Gold
C01318,34,Female,Midwest,461,289.56,Bronze
C01319,30,Female,Southeast,1454,183.04,Bronze
C01320,35,Female,Southeast,554,669.38,Silver
C01321,38,Female,West,772,88.49,Bronze
C01322,44,Female,Northeast,1593,199.77,Bronze
C01323,37,Male,Midwest,352,276.99,Bronze
C01324,43,Female,West,1314,164.48,Bronze
C01325,38,Male,Southeast,1665,267.92,Bronze
C01326,18,Female,West,1753,206.66,Bronze
C01327,26,Female,West,428,69.45,Bronze
C01328,36,Female,West,366,288.11,Bronze
C01329,23,Male,Midwest,1353,74.03,Bronze
C01330,45,Male,Southeast,148,284.02,Bronze
C01331,56,Female,West,1611,842.79,Gold
C01332,52,Female,West,442,190.01,Bronze
C01333,35,Female,Southeast,609,85.26,Bronze
C01334,55,Male,Northeast,1437,218.27,Bronze
C01335,39,Female,Northeast,1533,115.73,Bronze
C01336,33,Female,Northeast,334,417.82,Silver
C01337,30,Female,Midwest,1736,214.18,Bronze
C01338,34,Female,Northeast,225,1140.0,Gold
C01339,33,Female,Southeast,362,696.93,Silver
C01340,40,Female,West,1073,213.2,Bronze
C01341,39,Female,Southeast,652,465.94,Silver
C01342,38,Female,West,687,171.76,Bronze
C01343,43,Male,West,733,252.29,Bronze
C01344,52,Male,Southeast,1486,176.75,Bronze
C01345,49,Female,West,912,487.75,Silver
C01346,20,Female,West,1479,888.64,Gold
C01347,18,Female,Southeast,1282,502.09,Silver
C01348,49,Female,Northeast,553,561.01,Silver
C01349,21,Male,Midwest,246,561.57,Silver
C01350,35,Female,Southwest,1019,401.87,Silver
C01351,23,Female,West,1644,87.76,Bronze
C01352,18,Male,Northeast,404,1131.02,Gold
C01353,44,Male,West,65,1241.37,Gold
C01354,47,Female,Midwest,805,198.25,Bronze
C01355,31,Male,Midwest,57,175.28,Bronze
C01356,18,Female,West,1425,424.61,Silver
C01357,31,Male,Midwest,115,401.71,Silver
C01358,42,Female,West,217,204.03,Bronze
C01359,20,Female,West,334,79.44,Bronze
C01360,40,Female,West,795,322.19,Silver
C01361,37,Male,Northeast,1475,401.94,Silver
C01362,44,Female,West,109,470.24,Silver
C01363,39,Male,Southwest,215,335.08,Silver
C01364,26,Male,Northeast,1058,191.71,Bronze
C01365,52,Other,Midwest,587,598.6,Silver
C01366,36,Female,Southeast,1550,259.63,Bronze
C01367,37,Female,West,538,161.03,Bronze
C01368,26,Male,West,1667,207.97,Bronze
C01369,32,Male,Northeast,1000,50.84,Bronze
C01370,27,Male,Southwest,1055,207.68,Bronze
C01371,35,Female,Northeast,246,454.68,Silver
C01372,58,Female,West,1590,332.22,Silver
C01373,21,Female,Midwest,286,961.6,Gold
C01374,18,Female,Southeast,1788,193.12,Bronze
C01375,55,Male,Northeast,1506,379.4,Silver
C01376,35,Male,Northeast,1477,499.43,Silver
C01377,29,Male,West,353,2015.4,Gold
C01378,50,Male,Midwest,1552,278.74,Bronze
C01379,30,Male,Northeast,1634,95.61,Bronze
C01380,59,Female,Northeast,226,524.86,Silver
C01381,46,Male,Northeast,533,1311.8,Gold
C01382,32,Female,West,1325,183.04,Bronze
C01383,63,Male,West,723,521.64,Silver
C01384,30,Other,Northeast,988,739.41,Silver
C01385,46,Female,Midwest,47,611.16,Silver
C01386,41,Female,Northeast,136,273.97,Bronze
C01387,53,Male,Southwest,1582,130.5,Bronze
C01388,56,Female,Southwest,154,227.43,Bronze
C01389,38,Female,West,512,369.72,Silver
C01390,28,Male,Southwest,1647,554.13,Silver
C01391,43,Male,West,1057,330.48,Silver
C01392,29,Male,West,656,173.83,Bronze
C01393,62,Female,Midwest,380,403.36,Silver
C01394,39,Female,Southeast,380,530.64,Silver
C01395,33,Female,Northeast,678,344.35,Silver
C01396,40,Male,Southeast,930,115.29,Bronze
C01397,21,Male,West,257,207.83,Bronze
C01398,26,Female,Northeast,45,574.23,Silver
C01399,52,Male,Southeast,454,70.48,Bronze
C01400,30,Female,Midwest,493,37.19,Bronze
C01401,25,Female,Southeast,753,950.77,Gold
C01402,44,Male,Midwest,1299,387.72,Silver
C01403,52,Female,Southwest,823,422.44,Silver
C01404,46,Male,West,206,92.84,Bronze
C01405,49,Female,West,572,475.22,Silver
C01406,28,Male,Midwest,538,313.48,Silver
C01407,20,Female,Midwest,1615,58.8,Bronze
C01408,56,Male,Northeast,1708,881.7,Gold
C01409,34,Male,Southwest,593,282.26,Bronze
C01410,34,Female,Southeast,262,171.32,Bronze
C01411,53,Male,Northeast,1731,174.13,Bronze
C01412,44,Female,West,1091,39.9,Bronze
C01413,43,Male,Northeast,520,417.38,Silver
C01414,63,Female,Southeast,1046,309.72,Silver
C01415,30,Male,Northeast,473,205.48,Bronze
C01416,49,Female,Northeast,49,773.28,Silver
C01417,38,Male,Northeast,1664,70.42,Bronze
C01418,41,Male,Northeast,1780,143.01,Bronze
C01419,56,Male,West,1609,113.86,Bronze
C01420,44,Female,West,140,190.39,Bronze
C01421,44,Male,Southeast,516,260.01,Bronze
C01422,50,Female,Southwest,118,360.33,Silver
C01423,33,Female,Northeast,1372,179.06,Bronze
C01424,27,Male,Southeast,1171,111.09,Bronze
C01425,25,Female,Northeast,463,1115.89,Gold
C01426,18,Male,West,1292,2144.1,Gold
C01427,62,Male,Southeast,101,278.37,Bronze
C01428,24,Female,West,851,123.83,Bronze
C01429,35,Female,West,1452,923.26,Gold
C01430,34,Female,Midwest,845,66.55,Bronze
C01431,41,Male,West,433,181.04,Bronze
C01432,47,Male,Southwest,1728,130.78,Bronze
C01433,48,Male,Southeast,280,86.18,Bronze
C01434,31,Female,Southeast,898,190.18,Bronze
C01435,35,Female,West,1248,112.42,Bronze
C01436,41,Female,West,1625,247.49,Bronze
C01437,35,Male,Northeast,1663,250.75,Bronze
C01438,57,Male,Southeast,897,139.88,Bronze
C01439,43,Male,Midwest,1638,175.31,Bronze
C01440,46,Male,Southeast,1275,198.79,Bronze
C01441,45,Male,Northeast,1684,507.18,Silver
C01442,52,Female,Southwest,1235,214.09,Bronze
C01443,40,Female,West,925,514.0,Silver
C01444,22,Female,Midwest,1783,414.57,Silver
C01445,42,Male,West,285,409.27,Silver
C01446,30,Male,Southwest,1141,853.26,Gold
C01447,31,Female,Northeast,902,89.35,Bronze
C01448,45,Male,Southeast,521,159.83,Bronze
C01449,52,Female,Midwest,365,1196.28,Gold
C01450,38,Female,West,1591,194.11,Bronze
C01451,41,Male,Northeast,1460,19.42,Bronze
C01452,58,Female,Southwest,662,203.84,Bronze
C01453,40,Male,Midwest,1342,276.29,Bronze
C01454,69,Female,Southeast,391,23.21,Bronze
C01455,44,Female,Southeast,1494,812.85,Gold
C01456,18,Male,Northeast,1083,128.72,Bronze
C01457,47,Male,West,948,328.88,Silver
C01458,42,Female,Southwest,1767,199.66,Bronze
C01459,53,Female,Southeast,923,76.74,Bronze
C01460,46,Male,Southwest,1601,93.37,Bronze
C01461,36,Female,West,666,105.47,Bronze
C01462,23,Male,Midwest,1276,650.09,Silver
C01463,35,Male,West,776,214.27,Bronze
C01464,27,Male,Midwest,1177,152.98,Bronze
C01465,31,Male,Midwest,712,105.51,Bronze
C01466,45,Male,Northeast,1032,718.05,Silver
C01467,58,Other,West,1036,913.95,Gold
C01468,42,Male,Northeast,722,710.71,Silver
C01469,23,Male,West,244,381.15,Silver
C01470,43,Male,West,147,317.62,Silver
C01471,52,Female,Southeast,256,81.91,Bronze
C01472,30,Female,Southeast,920,196.13,Bronze
C01473,36,Male,Midwest,473,132.23,Bronze
C01474,38,Male,Midwest,578,47.33,Bronze
C01475,28,Male,Southeast,858,633.55,Silver
C01476,45,Male,Midwest,1661,130.81,Bronze
C01477,36,Male,Southeast,1685,717.91,Silver
C01478,43,Male,Northeast,1490,541.08,Silver
C01479,27,Male,Northeast,41,403.85,Silver
C01480,32,Female,Northeast,1175,424.79,Silver
C01481,46,Male,West,1600,140.64,Bronze
C01482,33,Female,Southwest,518,1302.53,Gold
C01483,58,Female,Midwest,1304,254.38,Bronze
C01484,33,Female,Midwest,608,321.1,Silver
C01485,40,Male,Northeast,1535,136.43,Bronze
C01486,49,Male,Midwest,1603,105.84,Bronze
C01487,20,Male,Northeast,1333,375.99,Silver
C01488,18,Female,West,771,297.6,Bronze
C01489,19,Male,Southwest,1390,120.25,Bronze
C01490,53,Female,Northeast,197,67.05,Bronze
C01491,31,Female,West,990,78.03,Bronze
C01492,68,Male,Northeast,1381,718.04,Silver
C01493,31,Female,Southeast,1299,140.9,Bronze
C01494,40,Male,Northeast,1644,180.36,Bronze
C01495,56,Male,Southeast,1679,902.62,Gold
C01496,62,Male,Northeast,1354,89.13,Bronze
C01497,62,Male,Southeast,1782,127.19,Bronze
C01498,52,Female,Southeast,229,122.5,Bronze
C01499,50,Male,Southeast,1553,1049.7,Gold
C01500,45,Male,West,893,1471.51,Gold
C01501,47,Female,Southwest,783,481.26,Silver
C01502,31,Female,Southeast,1066,495.24,Silver
C01503,28,Male,Northeast,1419,145.14,Bronze
C01504,37,Female,Southeast,1772,1411.76,Gold
C01505,35,Female,Southwest,803,311.35,Silver
C01506,32,Male,Midwest,126,527.32,Silver
C01507,46,Male,Midwest,100,222.52,Bronze
C01508,49,Male,Northeast,1022,192.25,Bronze
C01509,39,Female,Midwest,1795,1093.06,Gold
C01510,55,Female,Southeast,386,397.72,Silver
C01511,24,Female,Southwest,841,903.47,Gold
C01512,35,Female,Southwest,573,307.91,Silver
C01513,29,Male,Northeast,1303,114.03,Bronze
C01514,18,Male,Midwest,283,144.75,Bronze
C01515,37,Male,Southeast,1824,268.45,Bronze
C01516,36,Female,Southeast,1235,139.23,Bronze
C01517,56,Female,Southwest,1017,90.31,Bronze
C01518,45,Male,Midwest,1219,721.46,Silver
C01519,25,Female,Southeast,33,149.85,Bronze
C01520,60,Male,Northeast,1516,277.1,Bronze
C01521,52,Male,West,174,319.42,Silver
C01522,44,Male,West,194,144.12,Bronze
C01523,35,Male,Midwest,373,903.0,Gold
C01524,26,Male,Northeast,1158,89.53,Bronze
C01525,33,Male,Southeast,1601,309.66,Silver
C01526,51,Male,Southwest,1367,305.36,Silver
C01527,60,Male,Midwest,1222,233.03,Bronze
C01528,56,Female,Southeast,549,76.16,Bronze
C01529,32,Male,Midwest,955,535.79,Silver
C01530,24,Other,West,1651,477.78,Silver
C01531,39,Male,Southeast,1489,133.22,Bronze
C01532,18,Male,Northeast,638,462.54,Silver
C01533,41,Male,Midwest,541,342.89,Silver
C01534,36,Male,West,438,77.28,Bronze
C01535,32,Female,West,465,113.46,Bronze
C01536,18,Male,Southwest,1368,681.61,Silver
C01537,44,Female,Southeast,571,323.27,Silver
C01538,31,Female,Northeast,642,147.25,Bronze
C01539,23,Female,Southwest,1632,113.0,Bronze
C01540,18,Female,Midwest,929,153.88,Bronze
C01541,37,Female,West,1116,164.02,Bronze
C01542,59,Male,West,1085,114.28,Bronze
C01543,57,Female,Midwest,1652,51.03,Bronze
C01544,32,Male,Northeast,1264,682.67,Silver
C01545,30,Male,West,1516,586.15,Silver
C01546,43,Male,West,592,77.79,Bronze
C01547,26,Female,Midwest,604,276.63,Bronze
C01548,41,Female,Midwest,1133,108.63,Bronze
C01549,47,Male,Northeast,1051,193.37,Bronze
C01550,52,Female,Northeast,372,179.42,Bronze
C01551,36,Male,Southeast,1285,166.49,Bronze
C01552,35,Male,Southeast,642,1484.23,Gold
C01553,27,Male,Southwest,158,164.63,Bronze
C01554,28,Male,West,1072,118.22,Bronze
C01555,35,Male,West,386,123.18,Bronze
C01556,42,Female,Midwest,1472,626.03,Silver
C01557,48,Female,Northeast,988,55.32,Bronze
C01558,28,Male,Southwest,1659,123.18,Bronze
C01559,55,Female,Southeast,110,899.77,Gold
C01560,34,Female,Northeast,1668,304.78,Silver
C01561,37,Female,Midwest,695,290.83,Bronze
C01562,29,Female,Southwest,810,1667.25,Gold
C01563,18,Male,Southwest,1171,305.43,Silver
C01564,48,Female,Northeast,1547,129.36,Bronze
C01565,46,Female,Southwest,820,189.83,Bronze
C01566,34,Male,Southeast,521,88.07,Bronze
C01567,38,Male,Northeast,254,757.74,Silver
C01568,44,Female,West,1016,410.39,Silver
C01569,19,Male,Southwest,448,673.15,Silver
C01570,31,Other,Midwest,809,729.01,Silver
C01571,47,Male,Midwest,166,168.55,Bronze
C01572,22,Female,West,255,104.56,Bronze
C01573,41,Male,West,1387,233.56,Bronze
C01574,21,Female,Southwest,1282,111.55,Bronze
C01575,43,Female,Midwest,352,283.85,Bronze
C01576,37,Male,Southwest,1161,677.82,Silver
C01577,18,Female,Southwest,841,210.33,Bronze
C01578,51,Male,Northeast,474,280.06,Bronze
C01579,29,Male,West,36,224.87,Bronze
C01580,28,Male,Midwest,157,503.94,Silver
C01581,40,Female,Southeast,1406,134.15,Bronze
C01582,51,Male,West,296,33.89,Bronze
C01583,25,Male,Northeast,714,373.82,Silver
C01584,38,Male,Midwest,957,595.29,Silver
C01585,43,Female,Southwest,243,365.67,Silver
C01586,46,Female,Northeast,276,137.52,Bronze
C01587,40,Male,Midwest,1671,88.1,Bronze
C01588,33,Male,Southwest,1648,381.86,Silver
C01589,28,Female,Midwest,1427,277.92,Bronze
C01590,39,Male,Southeast,450,218.5,Bronze
C01591,25,Female,Midwest,1768,1261.7,Gold
C01592,18,Female,Midwest,1094,104.36,Bronze
C01593,43,Female,West,746,1208.98,Gold
C01594,48,Male,West,1401,251.79,Bronze
C01595,18,Female,Midwest,1614,46.9,Bronze
C01596,25,Female,West,172,208.25,Bronze
C01597,45,Female,Midwest,170,580.3,Silver
C01598,62,Male,Southeast,594,176.17,Bronze
C01599,38,Male,West,136,64.89,Bronze
C01600,29,Male,West,62,211.02,Bronze
C01601,35,Female,Midwest,1253,113.13,Bronze
C01602,54,Female,Northeast,148,380.94,Silver
C01603,30,Male,Northeast,258,490.81,Silver
C01604,28,Male,Southeast,1683,94.57,Bronze
C01605,32,Male,Southeast,717,129.64,Bronze
C01606,26,Female,West,1238,483.46,Silver
C01607,39,Female,Northeast,859,112.96,Bronze
C01608,57,Male,West,1040,92.39,Bronze
C01609,41,Male,Southeast,879,84.71,Bronze
C01610,34,Male,Southeast,1268,335.91,Silver
C01611,34,Female,Midwest,762,323.19,Silver
C01612,19,Female,Northeast,1183,132.21,Bronze
C01613,48,Female,Southwest,874,245.81,Bronze
C01614,37,Male,Northeast,301,967.21,Gold
C01615,35,Female,Midwest,1811,101.83,Bronze
C01616,76,Male,West,664,42.24,Bronze
C01617,41,Female,West,1061,368.55,Silver
C01618,28,Male,Southeast,432,221.55,Bronze
C01619,32,Female,Midwest,957,129.15,Bronze
C01620,51,Female,West,1632,440.04,Silver
C01621,39,Female,Southwest,656,520.77,Silver
C01622,20,Female,Southwest,1422,33.53,Bronze
C01623,49,Male,Southeast,646,136.0,Bronze
C01624,29,Male,Southwest,1010,1969.95,Gold
C01625,60,Female,Northeast,566,413.67,Silver
C01626,50,Male,Northeast,1106,449.66,Silver
C01627,32,Male,West,276,703.17,Silver
C01628,53,Male,Northeast,366,248.48,Bronze
C01629,38,Female,Northeast,1334,501.21,Silver
C01630,48,Male,Southeast,62,466.97,Silver
C01631,43,Male,Midwest,828,397.48,Silver
C01632,27,Male,West,577,183.13,Bronze
C01633,30,Male,West,1396,285.67,Bronze
C01634,50,Female,Southeast,920,144.1,Bronze
C01635,33,Other,Midwest,1292,247.53,Bronze
C01636,33,Female,Southwest,1545,85.49,Bronze
C01637,26,Male,West,758,120.11,Bronze
C01638,43,Female,Southeast,1230,189.79,Bronze
C01639,62,Female,Southwest,73,104.65,Bronze
C01640,25,Male,West,333,155.32,Bronze
C01641,38,Female,Northeast,1723,211.13,Bronze
C01642,54,Female,Northeast,298,351.44,Silver
C01643,37,Female,Northeast,712,574.98,Silver
C01644,43,Female,West,1786,161.19,Bronze
C01645,25,Male,Northeast,429,813.7,Gold
C01646,43,Male,Midwest,1795,569.49,Silver
C01647,35,Female,Northeast,632,385.17,Silver
C01648,49,Male,Southwest,951,280.98,Bronze
C01649,52,Male,Southeast,1000,326.1,Silver
C01650,69,Female,Southwest,460,712.19,Silver
C01651,44,Female,Southwest,450,735.99,Silver
C01652,41,Male,Northeast,160,813.59,Gold
C01653,40,Female,Midwest,1463,253.96,Bronze
C01654,33,Female,Northeast,1791,403.22,Silver
C01655,42,Female,Southwest,1278,819.91,Gold
C01656,34,Male,Midwest,1196,139.58,Bronze
C01657,40,Male,Northeast,607,183.72,Bronze
C01658,53,Male,Northeast,569,248.25,Bronze
C01659,25,Male,Southeast,154,549.85,Silver
C01660,51,Male,Southwest,1265,557.61,Silver
C01661,53,Male,West,963,198.78,Bronze
C01662,36,Male,Southwest,1481,62.94,Bronze
C01663,18,Female,Southeast,1490,305.38,Silver
C01664,30,Male,Northeast,621,107.07,Bronze
C01665,53,Female,Southwest,1291,64.01,Bronze
C01666,37,Female,Northeast,673,78.45,Bronze
C01667,26,Male,Southwest,357,328.24,Silver
C01668,31,Female,Southeast,841,832.92,Gold
C01669,48,Female,Northeast,1172,253.41,Bronze
C01670,44,Male,West,75,295.97,Bronze
C01671,35,Female,Southwest,113,709.53,Silver
C01672,33,Male,Southwest,823,60.95,Bronze
C01673,33,Female,Northeast,381,390.79,Silver
C01674,26,Male,Northeast,1066,242.15,Bronze
C01675,57,Female,Midwest,666,407.26,Silver
C01676,34,Male,West,1225,158.36,Bronze
C01677,52,Female,West,263,117.2,Bronze
C01678,56,Male,Northeast,1234,277.68,Bronze
C01679,49,Female,Southwest,1104,1079.52,Gold
C01680,32,Female,West,810,531.03,Silver
C01681,42,Male,West,710,154.95,Bronze
C01682,37,Female,Midwest,1448,73.19,Bronze
C01683,27,Male,Southeast,962,53.85,Bronze
C01684,41,Female,Southwest,1482,799.9,Silver
C01685,23,Female,Midwest,1327,103.59,Bronze
C01686,52,Female,Southwest,890,182.55,Bronze
C01687,32,Female,Southwest,1260,803.59,Gold
C01688,40,Male,West,177,57.25,Bronze
C01689,41,Male,Midwest,329,937.33,Gold
C01690,34,Male,Northeast,1506,194.75,Bronze
C01691,45,Female,Northeast,578,87.03,Bronze
C01692,32,Male,Northeast,1726,195.86,Bronze
C01693,48,Female,Northeast,1007,127.7,Bronze
C01694,21,Female,Southeast,412,363.85,Silver
C01695,39,Male,Southeast,829,136.55,Bronze
C01696,61,Female,Southeast,1671,43.8,Bronze
C01697,25,Male,Midwest,563,200.64,Bronze
C01698,29,Male,Northeast,1286,72.18,Bronze
C01699,44,Female,Northeast,1687,294.09,Bronze
C01700,40,Male,West,1182,84.06,Bronze
C01701,42,Male,Midwest,1782,157.71,Bronze
C01702,43,Female,Midwest,1713,288.39,Bronze
C01703,45,Male,West,599,202.1,Bronze
C01704,51,Other,West,960,306.55,Silver
C01705,42,Other,Midwest,266,451.36,Silver
C01706,35,Male,West,1635,86.3,Bronze
C01707,46,Male,Southwest,995,230.91,Bronze
C01708,60,Female,West,730,12.22,Bronze
C01709,36,Male,Midwest,783,305.7,Silver
C01710,26,Male,West,604,186.66,Bronze
C01711,51,Female,Northeast,1538,100.98,Bronze
C01712,36,Male,Midwest,1294,325.1,Silver
C01713,18,Female,Southwest,986,703.05,Silver
C01714,48,Male,Midwest,1046,159.43,Bronze
C01715,31,Male,Southwest,1750,104.55,Bronze
C01716,36,Male,Southeast,800,283.87,Bronze
C01717,41,Female,Southwest,1794,73.55,Bronze
C01718,40,Female,Midwest,252,135.05,Bronze
C01719,46,Female,Northeast,1152,735.21,Silver
C01720,32,Male,Midwest,1812,258.78,Bronze
C01721,44,Male,Southeast,586,45.08,Bronze
C01722,34,Male,Northeast,940,48.56,Bronze
C01723,46,Female,West,302,283.12,Bronze
C01724,45,Female,Southeast,1452,531.74,Silver
C01725,26,Female,West,1570,57.06,Bronze
C01726,51,Male,Southeast,459,366.77,Silver
C01727,31,Female,Northeast,552,810.22,Gold
C01728,47,Male,Southwest,989,1338.19,Gold
C01729,42,Female,Southeast,1401,329.67,Silver
C01730,60,Male,West,939,386.11,Silver
C01731,35,Female,West,1604,35.88,Bronze
C01732,33,Male,Midwest,480,1619.35,Gold
C01733,37,Male,Southwest,1041,145.77,Bronze
C01734,34,Female,West,71,105.62,Bronze
C01735,47,Male,Southeast,1768,194.48,Bronze
C01736,18,Male,Southwest,123,953.85,Gold
C01737,25,Female,Northeast,515,1785.12,Gold
C01738,25,Female,Midwest,546,273.93,Bronze
C01739,49,Female,Southwest,1617,600.81,Silver
C01740,58,Male,West,1203,254.39,Bronze
C01741,36,Female,West,746,96.16,Bronze
C01742,35,Female,West,528,924.33,Gold
C01743,38,Male,West,400,139.78,Bronze
C01744,51,Female,Southwest,1010,974.55,Gold
C01745,26,Male,Southeast,728,787.36,Silver
C01746,40,Male,Northeast,514,425.23,Silver
C01747,49,Male,Midwest,694,1269.12,Gold
C01748,44,Male,West,1436,1824.59,Gold
C01749,40,Female,Southeast,657,208.99,Bronze
C01750,50,Female,Northeast,1714,118.17,Bronze
C01751,18,Female,Southeast,761,45.7,Bronze
C01752,46,Female,Southwest,221,1844.96,Gold
C01753,30,Male,West,1798,164.73,Bronze
C01754,18,Female,Southeast,865,679.62,Silver
C01755,44,Female,Northeast,1274,125.57,Bronze
C01756,54,Male,Southeast,1100,976.95,Gold
C01757,36,Female,Northeast,156,130.31,Bronze
C01758,49,Other,Northeast,756,83.72,Bronze
C01759,57,Female,Southwest,1060,202.83,Bronze
C01760,53,Female,Southwest,725,151.62,Bronze
C01761,57,Male,Northeast,1169,418.5,Silver
C01762,46,Male,Northeast,593,233.63,Bronze
C01763,38,Male,Southeast,395,430.49,Silver
C01764,18,Female,Midwest,1099,188.31,Bronze
C01765,35,Female,Northeast,422,134.48,Bronze
C01766,27,Other,Southeast,983,144.72,Bronze
C01767,64,Male,Northeast,52,1541.4,Gold
C01768,35,Male,West,1184,299.66,Bronze
C01769,39,Female,West,1180,41.04,Bronze
C01770,44,Female,West,474,153.21,Bronze
C01771,38,Male,Southeast,806,266.98,Bronze
C01772,58,Female,Southwest,1362,1288.02,Gold
C01773,30,Female,Southwest,737,617.59,Silver
C01774,40,Female,Northeast,462,106.75,Bronze
C01775,29,Female,Southeast,502,2157.1,Gold
C01776,22,Male,Midwest,77,237.93,Bronze
