order_id,customer_id,order_date,category,num_items,order_value,shipping_cost,days_to_deliver
O004111,C02951,2024-06-06,Beauty,2,74.59,11.03,3
O004112,C03019,2024-05-26,Home,2,62.64,6.57,5
O004113,C04769,2024-11-01,Beauty,2,66.17,12.28,3
O004114,C02216,2024-09-07,Clothing,4,71.28,10.91,2
O004115,C02158,2024-12-04,Clothing,2,41.52,8.35,2
O004116,C01797,2024-12-07,Electronics,3,26.25,7.38,2
O004117,C03245,2024-05-11,Clothing,1,10.98,6.96,4
O004118,C00297,2024-08-24,Clothing,2,53.09,10.52,3
O004119,C01928,2024-01-12,Sports,3,130.31,0.0,3
O004120,C02257,2024-05-22,Clothing,6,153.3,0.0,3
O004121,C01458,2024-04-27,Beauty,3,67.58,12.73,4
O004122,C03547,2024-03-01,Clothing,3,118.38,0.0,3
O004123,C03128,2024-06-29,Beauty,3,98.7,0.0,5
O004124,C02309,2024-11-08,Beauty,2,83.88,0.0,3
O004125,C03665,2024-09-21,Clothing,2,79.19,0.0,4
O004126,C01590,2024-01-29,Electronics,6,283.04,0.0,3
O004127,C00096,2024-09-19,Sports,6,234.15,0.0,6
O004128,C03933,2024-07-18,Electronics,3,103.08,0.0,4
O004129,C01360,2024-04-14,Beauty,3,174.24,0.0,4
O004130,C01740,2024-03-19,Sports,4,226.95,0.0,5
O004131,C03795,2024-05-23,Clothing,4,121.9,0.0,4
O004132,C01353,2024-07-17,Electronics,5,194.93,0.0,2
O004133,C04925,2024-04-15,Clothing,2,68.99,7.14,2
O004134,C01543,2024-12-04,Electronics,1,81.63,0.0,4
O004135,C02668,2024-03-29,Sports,4,157.07,0.0,6
O004136,C00831,2024-11-27,Clothing,1,8.9,12.98,4
O004137,C01606,2024-09-22,Home,3,154.75,0.0,3
O004138,C04646,2024-09-07,Electronics,3,129.6,0.0,4
O004139,C02748,2024-05-31,Beauty,5,212.8,0.0,5
O004140,C03811,2024-11-01,Clothing,2,104.77,0.0,4
O004141,C04659,2024-07-14,Clothing,4,143.15,0.0,4
O004142,C00222,2024-05-05,Clothing,3,130.72,0.0,3
O004143,C03952,2024-02-12,Sports,2,78.26,0.0,4
O004144,C00531,2024-06-21,Electronics,4,134.93,0.0,5
O004145,C04127,2024-02-23,Sports,3,83.7,0.0,1
O004146,C01382,2024-09-09,Home,2,93.65,0.0,4
O004147,C04118,2024-10-25,Home,1,20.62,11.0,3
O004148,C00754,2024-07-14,Clothing,1,52.89,7.02,8
O004149,C04310,2024-10-19,Clothing,1,38.08,10.26,2
O004150,C04808,2024-08-04,Home,4,123.75,0.0,5
O004151,C01189,2024-06-17,Clothing,2,76.99,0.0,3
O004152,C00409,2024-08-09,Home,1,5.0,12.33,4
O004153,C02486,2024-05-07,Home,2,54.31,11.34,2
O004154,C00797,2024-12-14,Electronics,1,55.15,6.99,4
O004155,C00861,2024-01-16,Home,7,275.43,0.0,4
O004156,C04172,2024-02-06,Electronics,3,140.83,0.0,2
O004157,C00366,2024-10-22,Beauty,1,32.12,12.97,4
O004158,C01515,2024-11-15,Beauty,2,35.58,12.1,6
O004159,C04937,2024-08-12,Electronics,1,36.66,11.77,3
O004160,C02935,2024-04-23,Home,6,264.83,0.0,6
O004161,C01584,2024-01-22,Electronics,2,75.02,0.0,4
O004162,C00499,2024-10-25,Sports,8,351.07,0.0,5
O004163,C03242,2024-03-02,Clothing,1,30.6,8.65,5
O004164,C01370,2024-06-30,Clothing,1,24.55,8.3,3
O004165,C01252,2024-10-11,Beauty,1,43.74,10.21,5
O004166,C00699,2024-01-16,Sports,1,50.23,10.9,4
O004167,C02728,2024-10-03,Sports,3,160.45,0.0,3
O004168,C02251,2024-05-16,Beauty,2,75.95,0.0,5
O004169,C02494,2024-10-09,Clothing,5,320.01,0.0,3
O004170,C00132,2024-05-06,Sports,2,40.39,5.13,4
O004171,C00091,2024-03-26,Home,3,65.06,6.25,4
O004172,C03895,2024-07-25,Clothing,2,23.58,10.18,1
O004173,C03198,2024-12-28,Electronics,6,159.95,0.0,5
O004174,C00472,2024-05-30,Electronics,6,287.28,0.0,2
O004175,C01266,2024-02-20,Clothing,4,124.35,0.0,5
O004176,C04598,2024-08-18,Electronics,7,335.81,0.0,1
O004177,C02809,2024-03-20,Electronics,1,65.65,5.85,5
O004178,C04483,2024-05-10,Clothing,4,177.04,0.0,5
O004179,C01112,2024-05-15,Clothing,5,155.29,0.0,5
O004180,C00598,2024-12-11,Electronics,2,62.01,5.85,2
O004181,C00908,2024-06-18,Clothing,3,120.8,0.0,3
O004182,C02915,2024-06-11,Electronics,2,78.12,0.0,6
O004183,C03217,2024-07-17,Clothing,4,103.82,0.0,5
O004184,C01355,2024-08-14,Clothing,1,47.58,8.66,6
O004185,C03947,2024-02-17,Sports,5,263.72,0.0,2
O004186,C03236,2024-11-05,Home,2,56.29,5.17,4
O004187,C02705,2024-09-09,Sports,1,22.86,10.66,4
O004188,C02390,2024-04-12,Home,1,50.81,5.47,4
O004189,C04076,2024-02-05,Home,2,52.29,6.44,5
O004190,C03651,2024-01-06,Clothing,1,62.91,10.86,3
O004191,C00464,2024-07-17,Clothing,6,215.85,0.0,5
O004192,C03939,2024-01-12,Beauty,4,173.49,0.0,4
O004193,C01073,2024-04-12,Beauty,2,67.9,12.32,1
O004194,C00474,2024-07-05,Home,3,141.08,0.0,4
O004195,C04984,2024-11-16,Clothing,4,166.35,0.0,5
O004196,C00939,2024-06-26,Sports,2,92.31,0.0,3
O004197,C01311,2024-06-19,Sports,3,82.95,0.0,4
O004198,C02341,2024-06-25,Sports,2,81.58,0.0,5
O004199,C03521,2024-03-29,Beauty,2,65.47,7.29,4
O004200,C04057,2024-07-22,Clothing,3,72.97,8.12,2
O004201,C01087,2024-12-12,Beauty,3,108.7,0.0,2
O004202,C04664,2024-12-08,Clothing,3,92.75,0.0,6
O004203,C03530,2024-07-29,Home,2,100.74,0.0,3
O004204,C04970,2024-07-31,Sports,1,50.36,9.02,2
O004205,C00260,2024-01-21,Clothing,4,68.46,12.02,4
O004206,C01657,2024-03-28,Clothing,1,54.6,11.81,2
O004207,C02956,2024-01-13,Beauty,5,202.82,0.0,4
O004208,C04280,2024-04-29,Electronics,5,273.4,0.0,4
O004209,C03120,2024-06-26,Clothing,1,17.24,8.14,5
O004210,C00592,2024-05-08,Clothing,2,86.01,0.0,4
O004211,C01433,2024-02-20,Home,2,84.2,0.0,1
O004212,C02488,2024-02-11,Electronics,2,85.54,0.0,2
O004213,C00229,2024-11-13,Sports,3,129.1,0.0,2
O004214,C02780,2024-04-04,Home,2,68.22,12.01,4
O004215,C01369,2024-08-29,Home,4,115.19,0.0,6
O004216,C01625,2024-12-21,Clothing,4,157.98,0.0,4
O004217,C03980,2024-03-01,Home,1,31.2,12.79,6
O004218,C00740,2024-12-14,Electronics,3,129.91,0.0,5
O004219,C03175,2024-08-15,Home,3,45.01,11.39,5
O004220,C02648,2024-10-03,Sports,2,75.66,0.0,5
O004221,C02071,2024-01-18,Clothing,5,177.22,0.0,1
O004222,C04572,2024-08-31,Home,3,109.22,0.0,8
O004223,C04994,2024-11-06,Electronics,4,122.63,0.0,3
O004224,C02035,2024-11-19,Sports,3,108.46,0.0,5
O004225,C04381,2024-02-16,Beauty,3,76.62,0.0,1
O004226,C01186,2024-11-05,Sports,6,334.4,0.0,4
O004227,C00590,2024-01-18,Home,1,46.98,6.18,5
O004228,C04218,2024-07-19,Clothing,4,132.94,0.0,3
O004229,C01136,2024-09-09,Sports,4,222.15,0.0,7
O004230,C03421,2024-07-10,Beauty,1,67.65,5.48,4
O004231,C02559,2024-02-18,Electronics,1,41.76,10.31,5
O004232,C00002,2024-04-03,Beauty,1,5.0,12.95,4
O004233,C00892,2024-08-24,Electronics,3,105.6,0.0,4
O004234,C04895,2024-08-09,Home,2,71.23,12.38,4
O004235,C04725,2024-06-15,Clothing,3,160.17,0.0,6
O004236,C04557,2024-09-10,Sports,1,5.08,6.63,4
O004237,C03000,2024-02-26,Clothing,4,162.46,0.0,3
O004238,C03554,2024-01-06,Clothing,8,196.42,0.0,6
O004239,C03658,2024-08-25,Clothing,7,212.04,0.0,4
O004240,C00972,2024-08-08,Sports,3,87.13,0.0,4
O004241,C04150,2024-08-11,Clothing,4,105.78,0.0,4
O004242,C03743,2024-03-18,Clothing,2,16.47,8.06,2
O004243,C04205,2024-01-20,Sports,3,91.47,0.0,5
O004244,C00280,2024-11-01,Sports,2,90.5,0.0,5
O004245,C01699,2024-09-21,Home,2,69.7,7.53,2
O004246,C02888,2024-07-22,Electronics,8,280.52,0.0,3
O004247,C02885,2024-05-21,Electronics,3,120.52,0.0,2
O004248,C03286,2024-10-30,Home,1,42.96,6.63,7
O004249,C03580,2024-03-20,Clothing,5,160.26,0.0,5
O004250,C02252,2024-07-28,Home,2,68.42,7.42,3
O004251,C04641,2024-09-12,Electronics,2,59.51,5.65,4
O004252,C02357,2024-11-07,Home,3,120.9,0.0,4
O004253,C04624,2024-02-09,Home,9,376.97,0.0,4
O004254,C01932,2024-12-18,Sports,2,62.98,6.95,5
O004255,C03415,2024-07-20,Clothing,3,41.0,7.99,4
O004256,C01009,2024-03-26,Home,5,230.82,0.0,5
O004257,C04713,2024-02-12,Electronics,1,5.0,12.08,4
O004258,C02079,2024-08-23,Sports,3,123.79,0.0,4
O004259,C04196,2024-03-10,Clothing,3,108.47,0.0,8
O004260,C02715,2024-12-21,Beauty,3,80.38,0.0,5
O004261,C01339,2024-05-10,Sports,2,67.33,9.76,8
O004262,C04591,2024-05-11,Home,2,51.24,8.06,4
O004263,C03690,2024-09-04,Electronics,6,297.87,0.0,5
O004264,C00742,2024-06-03,Clothing,4,158.32,0.0,6
O004265,C00734,2024-08-17,Home,1,41.65,8.32,5
O004266,C01807,2024-03-29,Clothing,4,76.72,0.0,6
O004267,C02379,2024-08-16,Beauty,6,120.27,0.0,3
O004268,C03266,2024-01-27,Sports,4,158.39,0.0,6
O004269,C01754,2024-12-26,Electronics,2,82.95,0.0,4
O004270,C01025,2024-12-21,Home,2,117.12,0.0,2
O004271,C01483,2024-08-25,Clothing,4,72.56,9.13,3
O004272,C02566,2024-06-23,Clothing,2,67.38,11.1,4
O004273,C03555,2024-11-11,Clothing,5,240.56,0.0,6
O004274,C01780,2024-10-18,Home,4,96.6,0.0,6
O004275,C03717,2024-03-01,Clothing,4,166.2,0.0,3
O004276,C04819,2024-06-18,Sports,3,110.4,0.0,4
O004277,C02117,2024-09-19,Beauty,1,49.56,7.48,3
O004278,C04567,2024-11-01,Electronics,2,120.71,0.0,4
O004279,C02540,2024-04-25,Clothing,4,140.75,0.0,5
O004280,C02966,2024-06-23,Home,3,154.74,0.0,2
O004281,C02761,2024-08-08,Sports,4,152.22,0.0,4
O004282,C02455,2024-05-07,Clothing,1,39.56,5.09,3
O004283,C03755,2024-01-05,Clothing,5,125.43,0.0,4
O004284,C01946,2024-11-21,Home,1,48.79,12.32,6
O004285,C03369,2024-07-04,Clothing,5,142.4,0.0,4
O004286,C02630,2024-06-20,Clothing,2,124.24,0.0,3
O004287,C00529,2024-07-17,Home,2,75.98,0.0,3
O004288,C04233,2024-08-18,Electronics,2,17.61,10.27,5
O004289,C01472,2024-10-14,Clothing,2,78.63,0.0,4
O004290,C02036,2024-11-30,Beauty,2,35.93,10.91,5
O004291,C04035,2024-04-24,Home,1,16.75,9.48,3
O004292,C01368,2024-11-28,Electronics,3,67.54,12.29,7
O004293,C01720,2024-11-25,Electronics,5,168.96,0.0,5
O004294,C01042,2024-11-08,Electronics,3,69.86,7.02,1
O004295,C03488,2024-01-11,Electronics,4,113.08,0.0,5
O004296,C00560,2024-04-13,Beauty,1,14.95,11.79,4
O004297,C01565,2024-06-23,Clothing,2,50.38,5.98,3
O004298,C03225,2024-04-29,Electronics,5,138.12,0.0,4
O004299,C01801,2024-08-24,Clothing,1,8.07,10.6,3
O004300,C03271,2024-08-23,Sports,1,40.45,6.46,4
O004301,C01812,2024-10-31,Clothing,3,156.95,0.0,3
O004302,C03082,2024-02-07,Electronics,1,22.36,6.58,6
O004303,C04263,2024-09-28,Clothing,4,116.07,0.0,5
O004304,C00147,2024-12-09,Home,5,238.55,0.0,6
O004305,C03829,2024-09-07,Clothing,1,31.18,9.84,2
O004306,C04541,2024-11-29,Sports,3,107.63,0.0,2
O004307,C02118,2024-01-27,Sports,3,128.24,0.0,4
O004308,C02664,2024-11-25,Beauty,3,118.23,0.0,4
O004309,C00319,2024-05-02,Clothing,5,83.98,0.0,3
O004310,C03970,2024-06-04,Electronics,1,77.9,0.0,5
O004311,C04132,2024-08-04,Beauty,5,223.3,0.0,3
O004312,C00255,2024-07-12,Electronics,6,193.41,0.0,6
O004313,C01337,2024-10-27,Beauty,3,114.9,0.0,4
O004314,C00335,2024-06-09,Beauty,4,104.69,0.0,3
O004315,C03092,2024-05-07,Beauty,4,124.23,0.0,3
O004316,C04394,2024-11-11,Electronics,4,179.76,0.0,4
O004317,C01045,2024-06-26,Clothing,4,112.9,0.0,1
O004318,C04574,2024-05-05,Electronics,3,130.79,0.0,4
O004319,C01792,2024-06-22,Home,2,83.23,0.0,3
O004320,C02520,2024-02-04,Beauty,2,84.3,0.0,3
O004321,C00962,2024-08-26,Beauty,4,155.4,0.0,3
O004322,C03750,2024-02-10,Sports,3,36.58,5.64,4
O004323,C04566,2024-07-04,Electronics,3,113.89,0.0,3
O004324,C02815,2024-07-01,Sports,2,59.37,11.81,5
O004325,C00590,2024-09-17,Electronics,7,312.6,0.0,6
O004326,C01989,2024-02-03,Electronics,3,123.27,0.0,6
O004327,C02840,2024-07-05,Home,7,157.41,0.0,5
O004328,C03866,2024-11-02,Electronics,2,30.58,7.77,2
O004329,C02434,2024-05-16,Electronics,1,46.2,9.52,7
O004330,C02990,2024-07-20,Electronics,4,136.05,0.0,4
O004331,C03949,2024-05-22,Home,1,66.15,12.79,3
O004332,C04542,2024-04-18,Beauty,3,24.81,11.88,1
O004333,C01961,2024-06-05,Home,5,125.54,0.0,4
O004334,C04195,2024-09-11,Electronics,2,75.26,0.0,5
O004335,C00655,2024-06-29,Home,6,311.84,0.0,4
O004336,C01079,2024-12-06,Clothing,1,51.55,8.24,5
O004337,C03075,2024-08-06,Beauty,3,125.58,0.0,3
O004338,C01356,2024-01-28,Clothing,3,103.56,0.0,5
O004339,C01459,2024-05-30,Clothing,2,105.78,0.0,4
O004340,C03283,2024-12-24,Sports,1,27.69,5.77,6
O004341,C04913,2024-04-09,Electronics,4,154.82,0.0,6
O004342,C04757,2024-01-03,Sports,4,116.7,0.0,5
O004343,C04696,2024-02-02,Beauty,3,115.5,0.0,7
O004344,C00920,2024-07-17,Sports,7,287.66,0.0,3
O004345,C01747,2024-03-09,Electronics,1,16.25,10.1,6
O004346,C01759,2024-03-30,Clothing,5,216.75,0.0,4
O004347,C01832,2024-01-17,Electronics,1,44.29,9.06,2
O004348,C01172,2024-12-02,Clothing,3,109.12,0.0,6
O004349,C03279,2024-11-18,Electronics,3,96.18,0.0,5
O004350,C00360,2024-11-18,Home,6,238.63,0.0,5
O004351,C03811,2024-02-03,Sports,3,114.82,0.0,5
O004352,C01441,2024-09-20,Home,6,108.08,0.0,6
O004353,C02920,2024-10-27,Sports,5,227.79,0.0,5
O004354,C01720,2024-02-29,Clothing,1,5.0,11.91,4
O004355,C03254,2024-07-02,Electronics,1,5.0,10.27,4
O004356,C00556,2024-11-21,Clothing,2,103.18,0.0,5
O004357,C01234,2024-12-22,Home,1,47.99,6.39,2
O004358,C03921,2024-12-30,Electronics,6,276.07,0.0,3
O004359,C04040,2024-07-17,Sports,5,151.1,0.0,2
O004360,C02298,2024-08-28,Electronics,6,300.52,0.0,6
O004361,C01536,2024-08-19,Home,1,46.18,7.2,1
O004362,C04059,2024-07-29,Electronics,2,61.1,7.28,1
O004363,C03303,2024-02-21,Clothing,1,50.18,7.74,6
O004364,C00910,2024-04-28,Clothing,2,81.78,0.0,3
O004365,C01962,2024-11-25,Electronics,3,103.81,0.0,4
O004366,C00012,2024-08-02,Home,5,164.07,0.0,3
O004367,C00980,2024-11-17,Electronics,3,52.58,9.57,6
O004368,C00273,2024-05-28,Clothing,5,201.03,0.0,3
O004369,C04584,2024-06-24,Clothing,2,72.63,12.77,4
O004370,C01998,2024-09-25,Clothing,4,122.97,0.0,2
O004371,C04634,2024-11-15,Home,2,74.14,11.86,3
O004372,C01689,2024-01-05,Home,4,179.01,0.0,6
O004373,C01596,2024-04-25,Home,1,19.58,5.12,6
O004374,C03243,2024-07-21,Home,1,31.76,12.69,2
O004375,C04684,2024-02-06,Sports,2,71.71,7.97,8
O004376,C01716,2024-02-23,Sports,3,89.26,0.0,2
O004377,C04339,2024-10-14,Clothing,3,102.46,0.0,6
O004378,C01202,2024-10-10,Clothing,3,86.73,0.0,2
O004379,C02846,2024-03-26,Sports,6,187.74,0.0,3
O004380,C00257,2024-02-14,Clothing,2,38.86,11.67,7
O004381,C00310,2024-10-10,Clothing,4,153.85,0.0,3
O004382,C02564,2024-11-16,Home,3,83.36,0.0,3
O004383,C03418,2024-03-10,Home,1,39.77,5.22,4
O004384,C01089,2024-02-11,Electronics,2,44.65,9.4,1
O004385,C04732,2024-09-28,Home,2,75.32,0.0,2
O004386,C04893,2024-05-20,Sports,1,11.06,12.27,5
O004387,C01177,2024-02-28,Clothing,1,45.66,5.29,1
O004388,C03098,2024-08-27,Electronics,6,252.64,0.0,3
O004389,C03231,2024-02-16,Clothing,2,56.66,7.4,6
O004390,C01725,2024-06-15,Electronics,3,65.48,10.33,2
O004391,C02629,2024-04-19,Clothing,1,33.59,8.53,5
O004392,C04175,2024-05-05,Electronics,7,199.86,0.0,4
O004393,C03300,2024-10-25,Home,3,100.79,0.0,5
O004394,C01351,2024-04-18,Clothing,2,70.97,10.71,6
O004395,C00620,2024-06-13,Home,2,54.26,6.4,2
O004396,C02549,2024-09-15,Beauty,3,101.71,0.0,3
O004397,C01379,2024-03-16,Home,4,111.04,0.0,4
O004398,C04059,2024-01-07,Beauty,2,63.64,7.46,5
O004399,C00978,2024-07-04,Sports,4,164.68,0.0,1
O004400,C01538,2024-10-02,Electronics,3,96.57,0.0,6
O004401,C03773,2024-03-19,Clothing,4,77.45,0.0,6
O004402,C03579,2024-03-05,Electronics,5,166.66,0.0,4
O004403,C02534,2024-04-24,Clothing,2,36.96,11.88,4
O004404,C00478,2024-07-20,Electronics,3,103.01,0.0,2
O004405,C03655,2024-05-21,Clothing,2,77.39,0.0,1
O004406,C01895,2024-04-07,Beauty,3,91.8,0.0,4
O004407,C02381,2024-10-31,Clothing,2,61.0,9.96,2
O004408,C01633,2024-08-04,Home,3,57.93,10.19,4
O004409,C02041,2024-03-14,Clothing,4,141.05,0.0,5
O004410,C01566,2024-10-19,Clothing,8,246.6,0.0,6
O004411,C04126,2024-05-13,Beauty,1,5.0,10.65,4
O004412,C04823,2024-09-18,Clothing,3,93.58,0.0,2
O004413,C04269,2024-10-10,Electronics,3,67.13,11.21,5
O004414,C02840,2024-04-11,Electronics,3,93.9,0.0,6
O004415,C00468,2024-07-24,Home,2,130.42,0.0,5
O004416,C03548,2024-05-20,Electronics,6,247.71,0.0,6
O004417,C01976,2024-01-13,Clothing,1,38.88,7.76,4
O004418,C03389,2024-09-05,Sports,3,125.25,0.0,4
O004419,C04221,2024-05-02,Beauty,5,139.53,0.0,1
O004420,C02744,2024-01-10,Electronics,5,332.22,0.0,4
O004421,C02575,2024-03-20,Clothing,3,113.63,0.0,6
O004422,C01420,2024-06-15,Beauty,3,149.36,0.0,1
O004423,C01878,2024-04-08,Home,3,64.37,8.75,5
O004424,C01027,2024-07-25,Clothing,4,144.33,0.0,5
O004425,C04632,2024-05-30,Electronics,2,51.04,12.25,8
O004426,C00601,2024-02-06,Beauty,1,31.45,5.6,1
O004427,C03593,2024-09-20,Clothing,6,283.73,0.0,6
O004428,C00988,2024-12-07,Clothing,3,77.48,0.0,5
O004429,C00606,2024-01-05,Clothing,5,138.07,0.0,4
O004430,C02748,2024-08-13,Clothing,4,88.13,0.0,6
O004431,C00139,2024-01-27,Electronics,3,141.89,0.0,4
O004432,C02058,2024-05-03,Electronics,3,80.16,0.0,2
O004433,C03587,2024-10-25,Sports,2,68.43,5.94,3
O004434,C04226,2024-02-04,Home,2,76.38,0.0,3
O004435,C04497,2024-08-24,Sports,2,35.2,5.63,3
O004436,C01245,2024-11-06,Clothing,2,99.99,0.0,2
O004437,C00642,2024-11-12,Electronics,2,67.97,6.81,7
O004438,C00437,2024-10-29,Sports,3,62.16,8.82,8
O004439,C01424,2024-04-11,Clothing,5,151.26,0.0,5
O004440,C01137,2024-03-17,Electronics,3,73.05,9.1,4
O004441,C03722,2024-11-07,Home,2,103.13,0.0,2
O004442,C03290,2024-03-22,Clothing,5,243.94,0.0,3
O004443,C00058,2024-05-25,Electronics,4,134.26,0.0,4
O004444,C01137,2024-07-11,Beauty,5,221.53,0.0,5
O004445,C00700,2024-08-11,Electronics,7,198.88,0.0,2
O004446,C01146,2024-02-22,Home,3,124.19,0.0,3
O004447,C02456,2024-12-10,Clothing,2,70.84,6.71,3
O004448,C01109,2024-03-25,Beauty,2,70.79,7.14,9
O004449,C04496,2024-05-08,Home,4,99.5,0.0,2
O004450,C00108,2024-07-29,Electronics,3,35.56,9.82,2
O004451,C01985,2024-12-17,Electronics,2,83.72,0.0,5
O004452,C04248,2024-09-20,Sports,3,100.7,0.0,3
O004453,C00906,2024-07-01,Sports,9,276.45,0.0,4
O004454,C04946,2024-09-28,Home,1,29.02,10.09,5
O004455,C01993,2024-08-14,Sports,5,243.27,0.0,6
O004456,C04123,2024-11-17,Clothing,7,99.63,0.0,4
O004457,C04215,2024-01-12,Electronics,4,251.23,0.0,1
O004458,C04819,2024-04-02,Sports,1,48.21,10.57,5
O004459,C02148,2024-11-25,Beauty,2,54.32,10.87,1
O004460,C04099,2024-07-08,Electronics,3,150.6,0.0,2
O004461,C00806,2024-03-26,Clothing,9,463.65,0.0,7
O004462,C01993,2024-12-19,Home,2,21.0,5.28,2
O004463,C03601,2024-10-03,Clothing,1,17.52,6.23,3
O004464,C04400,2024-10-19,Sports,1,53.16,6.62,4
O004465,C04273,2024-09-17,Sports,1,16.92,12.72,4
O004466,C04011,2024-07-16,Clothing,1,8.17,9.43,5
O004467,C00084,2024-11-18,Electronics,7,219.98,0.0,3
O004468,C04359,2024-01-10,Beauty,2,13.65,12.84,4
O004469,C03321,2024-03-28,Electronics,2,74.5,6.26,7
O004470,C02506,2024-12-05,Beauty,3,136.56,0.0,3
O004471,C02457,2024-11-13,Home,2,81.51,0.0,5
O004472,C03063,2024-02-06,Clothing,5,265.48,0.0,2
O004473,C03853,2024-08-10,Clothing,2,77.13,0.0,4
O004474,C04898,2024-06-23,Beauty,3,87.82,0.0,3
O004475,C04991,2024-07-27,Beauty,2,51.45,10.86,4
O004476,C04969,2024-02-18,Sports,2,15.46,9.04,6
O004477,C00388,2024-01-24,Beauty,4,69.1,9.15,4
O004478,C02004,2024-12-03,Home,2,50.52,7.52,4
O004479,C01032,2024-04-15,Electronics,2,51.27,12.24,4
O004480,C01541,2024-11-06,Electronics,8,273.15,0.0,4
O004481,C00450,2024-09-19,Clothing,4,137.47,0.0,2
O004482,C03548,2024-07-24,Home,4,133.89,0.0,6
O004483,C04438,2024-06-17,Clothing,4,181.92,0.0,4
O004484,C01097,2024-06-06,Beauty,2,81.86,0.0,4
O004485,C00860,2024-08-28,Clothing,6,199.43,0.0,5
O004486,C00302,2024-05-02,Beauty,1,12.32,11.27,3
O004487,C02020,2024-01-20,Beauty,5,221.69,0.0,6
O004488,C00881,2024-02-25,Clothing,2,55.94,11.55,9
O004489,C02282,2024-10-06,Home,1,9.23,7.49,2
O004490,C04162,2024-04-17,Sports,1,41.19,5.49,3
O004491,C00230,2024-05-19,Clothing,4,195.08,0.0,6
O004492,C00922,2024-03-31,Clothing,2,97.08,0.0,5
O004493,C01833,2024-09-27,Electronics,2,25.29,12.42,4
O004494,C00051,2024-11-24,Sports,4,152.04,0.0,4
O004495,C03679,2024-07-28,Beauty,1,42.38,7.98,3
O004496,C04483,2024-06-24,Clothing,2,88.95,0.0,6
O004497,C03782,2024-03-01,Clothing,4,121.13,0.0,7
O004498,C00753,2024-10-10,Clothing,2,34.5,10.63,4
O004499,C01479,2024-01-03,Electronics,3,113.82,0.0,1
O004500,C02089,2024-09-28,Electronics,3,65.71,12.55,3
O004501,C02994,2024-06-12,Sports,4,87.27,0.0,5
O004502,C03796,2024-01-09,Sports,3,79.15,0.0,6
O004503,C03341,2024-01-12,Sports,3,88.24,0.0,4
O004504,C02344,2024-03-14,Home,2,83.08,0.0,5
O004505,C01239,2024-08-25,Home,3,175.29,0.0,5
O004506,C04521,2024-10-26,Clothing,4,132.36,0.0,6
O004507,C02237,2024-04-17,Clothing,3,42.8,11.17,5
O004508,C04257,2024-01-13,Clothing,3,58.1,12.34,4
O004509,C02429,2024-08-21,Beauty,2,59.4,7.12,3
O004510,C04340,2024-09-01,Electronics,4,146.79,0.0,1
O004511,C00183,2024-11-16,Clothing,4,249.46,0.0,6
O004512,C00544,2024-04-01,Clothing,5,75.6,0.0,3
O004513,C02827,2024-12-25,Home,3,158.53,0.0,7
O004514,C00093,2024-07-16,Clothing,4,182.47,0.0,4
O004515,C02416,2024-04-25,Beauty,2,91.87,0.0,1
O004516,C04255,2024-05-10,Clothing,1,26.61,6.63,5
O004517,C02446,2024-12-30,Clothing,2,46.53,12.03,3
O004518,C04534,2024-06-01,Clothing,3,40.26,10.1,2
O004519,C04402,2024-04-30,Home,2,60.61,7.14,4
O004520,C03033,2024-04-17,Home,3,142.39,0.0,3
O004521,C01974,2024-01-16,Sports,8,275.43,0.0,4
O004522,C03290,2024-10-25,Electronics,4,115.49,0.0,1
O004523,C02377,2024-02-25,Clothing,1,27.83,10.01,4
O004524,C04439,2024-04-12,Electronics,3,123.57,0.0,4
O004525,C03235,2024-07-26,Home,5,142.13,0.0,8
O004526,C01134,2024-05-30,Clothing,4,143.83,0.0,3
O004527,C03639,2024-09-18,Electronics,8,271.2,0.0,3
O004528,C02398,2024-02-12,Home,1,18.35,8.94,4
O004529,C02774,2024-10-26,Sports,2,74.33,8.38,4
O004530,C04461,2024-04-27,Sports,3,141.34,0.0,5
O004531,C01921,2024-12-01,Beauty,4,198.74,0.0,4
O004532,C02063,2024-10-05,Clothing,2,82.44,0.0,2
O004533,C02201,2024-05-23,Electronics,3,57.37,5.95,6
O004534,C04628,2024-08-15,Home,3,90.04,0.0,4
O004535,C03015,2024-07-22,Sports,2,27.35,11.39,3
O004536,C03472,2024-08-16,Clothing,3,75.99,0.0,3
O004537,C04951,2024-09-21,Electronics,1,40.94,7.49,4
O004538,C00469,2024-05-16,Clothing,1,46.04,8.74,6
O004539,C01345,2024-08-27,Sports,2,43.89,7.8,2
O004540,C00879,2024-07-04,Home,2,96.4,0.0,7
O004541,C04463,2024-11-10,Beauty,5,108.45,0.0,5
O004542,C03910,2024-05-30,Home,2,86.63,0.0,4
O004543,C03808,2024-11-20,Clothing,6,288.44,0.0,4
O004544,C04737,2024-10-17,Clothing,1,62.38,8.0,5
O004545,C04958,2024-12-18,Home,3,109.27,0.0,5
O004546,C02942,2024-04-19,Home,4,148.95,0.0,3
O004547,C03346,2024-02-09,Beauty,3,71.68,12.18,7
O004548,C00589,2024-05-21,Home,2,97.7,0.0,5
O004549,C03884,2024-12-05,Clothing,1,45.44,11.99,3
O004550,C01330,2024-01-13,Electronics,3,52.8,7.8,4
O004551,C00092,2024-02-22,Clothing,2,56.16,12.06,3
O004552,C00458,2024-03-20,Home,3,130.17,0.0,2
O004553,C03342,2024-08-20,Electronics,2,62.95,12.33,4
